2015-03-12 00:32:31, INFO, cn.edu.jnu.ie.backend.IndexerWriter, main Indexing100 documents
2015-03-12 00:32:32, ERROR, cn.edu.jnu.ie.backend.IndexerWriter, main Can not connect Solr Server
2015-03-12 00:32:49, INFO, cn.edu.jnu.ie.backend.IndexerWriter, main Indexing100 documents
2015-03-12 00:32:49, ERROR, cn.edu.jnu.ie.backend.IndexerWriter, main Can not connect Solr Server
2015-03-12 00:33:00, INFO, cn.edu.jnu.ie.backend.IndexerWriter, main Indexing100 documents
2015-03-12 00:33:00, ERROR, cn.edu.jnu.ie.backend.IndexerWriter, main Can not connect Solr Server
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星GALAXYS6，duang我一下啊	opin	
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8483404757599216
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main 我特么还以为漏水了	opin	
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8228812982018293
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main 感谢岁月让一只友谊的船，让我们找到了落帆的愿望，感谢小编微博的活动，让我找到了互动交友的家园；	opin	
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9498749575771925
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main 一直以来美图M2那么受欢迎、直接跟卡西欧TR系列相比呢，必然有他的强大功能，随身携带方便的步步高vivox5max.国际品牌的三星GALAXY A7 TR500请大家支持国产手机，华为手机，小米M4 魅族信pin222666	opin	
2015-03-12 00:56:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9547656451489217
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 听说读写，轮番轰炸，稳步提升	opin	
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8474819371378368
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 每天11菜2汤管饱，三星标间任睡	opin	
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8158798946106431
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 品质有保障，不到保分额度免费重读课程欢迎烤鸭前来咨询助教君～	opin	
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8293674319247504
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星旗舰Galaxy S6屏幕大缺陷：触摸失灵、偏移：当手指的触摸操作靠近屏幕边框时，其屏幕传感器突然出现偶尔失灵的情况，勉强可以识别触摸操作，屏幕边缘则根本无法触到，或者说完全没反应	opin	
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9888908806900275
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 这手机就值3000，用不着6s出就可以入手了	opin	
2015-03-12 00:56:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9854646918200707
2015-03-12 00:56:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main 谁是手机高手啊，给我解答一下啊 三星7100手机初始化设置以后看视频听语音玩游戏都一直暂停是怎么回事啊	opin	
2015-03-12 00:56:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9611811211806975
2015-03-12 00:56:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main 谁能帮忙啊，感激不尽啊	opin	
2015-03-12 00:56:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9171957788030671
2015-03-12 00:56:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main 一直想要换部S5，学生党伤不起，三星求抱大腿啊	opin	
2015-03-12 00:56:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.991356022627294
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main 支持你们哦	opin	
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.872842189123175
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main 谢谢小编给我们带来这么好的礼物	opin	
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.891003456514563
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main 希望微博人气越来越高 给你一些泡泡里面全是幸福	noop	
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8408387993574529
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main 世贸三星体验店既日起至年5月6日 买：i9200.i9100送：移动电源或奥运背包 买：s5690.s7520·s7500赠：莫凡手机包 买：i9003.i8150.i9070.i9103赠：奥运雨伞或奥运购物袋 买：3520.3850.5360.5380.6102.6500.3312赠：奥运便签本·礼品有限 送完为止	opin	
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9705193251207853
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星手机一直是我的最爱的哦，看到新款，动心了	opin	
2015-03-12 00:56:32, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9073210055103779
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星GALAXYS6，duang我一下啊	opin	
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8483404757599216
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main 我特么还以为漏水了	opin	
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8228812982018293
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main 感谢岁月让一只友谊的船，让我们找到了落帆的愿望，感谢小编微博的活动，让我找到了互动交友的家园；	opin	
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9498749575771925
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main 一直以来美图M2那么受欢迎、直接跟卡西欧TR系列相比呢，必然有他的强大功能，随身携带方便的步步高vivox5max.国际品牌的三星GALAXY A7 TR500请大家支持国产手机，华为手机，小米M4 魅族信pin222666	opin	
2015-03-12 00:58:04, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9547656451489217
2015-03-12 00:58:05, INFO, cn.edu.jnu.ie.nlp.Classifier, main 听说读写，轮番轰炸，稳步提升	opin	
2015-03-12 00:58:05, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8474819371378368
2015-03-12 00:58:05, INFO, cn.edu.jnu.ie.nlp.Classifier, main 每天11菜2汤管饱，三星标间任睡	opin	
2015-03-12 00:58:05, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8158798946106431
2015-03-12 00:58:05, INFO, cn.edu.jnu.ie.nlp.Classifier, main 品质有保障，不到保分额度免费重读课程欢迎烤鸭前来咨询助教君～	opin	
2015-03-12 00:58:05, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8293674319247504
2015-03-12 00:58:06, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:06, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:06, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星旗舰Galaxy S6屏幕大缺陷：触摸失灵、偏移：当手指的触摸操作靠近屏幕边框时，其屏幕传感器突然出现偶尔失灵的情况，勉强可以识别触摸操作，屏幕边缘则根本无法触到，或者说完全没反应	opin	
2015-03-12 00:58:06, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9888908806900275
2015-03-12 00:58:06, INFO, cn.edu.jnu.ie.nlp.Classifier, main 这手机就值3000，用不着6s出就可以入手了	opin	
2015-03-12 00:58:06, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9854646918200707
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main 谁是手机高手啊，给我解答一下啊 三星7100手机初始化设置以后看视频听语音玩游戏都一直暂停是怎么回事啊	opin	
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9611811211806975
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main 谁能帮忙啊，感激不尽啊	opin	
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9171957788030671
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main 一直想要换部S5，学生党伤不起，三星求抱大腿啊	opin	
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.991356022627294
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main 支持你们哦	opin	
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.872842189123175
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main 谢谢小编给我们带来这么好的礼物	opin	
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.891003456514563
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main 希望微博人气越来越高 给你一些泡泡里面全是幸福	noop	
2015-03-12 00:58:07, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8408387993574529
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main 世贸三星体验店既日起至年5月6日 买：i9200.i9100送：移动电源或奥运背包 买：s5690.s7520·s7500赠：莫凡手机包 买：i9003.i8150.i9070.i9103赠：奥运雨伞或奥运购物袋 买：3520.3850.5360.5380.6102.6500.3312赠：奥运便签本·礼品有限 送完为止	opin	
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9705193251207853
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星手机一直是我的最爱的哦，看到新款，动心了	opin	
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9073210055103779
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main 好运降临吧——为此我斋戒三日，一定积极晒奖品，眷顾我吧	opin	
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8450790040304299
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星f309动态，提供三星f309最新资讯，解读三星f309注热点事件；跟踪三星f309最新发展；传递三星f309最实用信息，是对三星f309感兴趣的相关人士获取三星f309资讯的重要参考	opin	
2015-03-12 00:58:08, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9659536097801311
2015-03-12 00:58:09, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星GALAXYS6，全新概念机，好期待啊	opin	
2015-03-12 00:58:09, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.956323829667174
2015-03-12 00:58:09, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:09, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:09, INFO, cn.edu.jnu.ie.nlp.Classifier, main 看见女客户洗澡怎么办详情下图政府腐败的唯一原因“宜人，是理想的避暑胜再适合不过了，如果是泊	opin	
